OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
118302,261636000000.0,261636000000.0,26,163,579100,1,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,108.8282762,0.0,108.8282762,108.8282762,1090,581.0,471.0,0.63,115,0.244161359,223,0.473460722,133,0.282377919,427,123,161,143,0.288056206,176,28,0,3,102,43,28,0,3,15,43,85,2,0,57,41,78,0.323863636,5.33868605,10.01577934,1.617226755,0.257286075,0.0,0.027566365,0.937256415,0.3951179,0.257286075,0.0,0.027566365,0.137831826,0.3951179,0.781047012,0.018377577,0.0,6.955912805,0,0.373673036,0.737449915,0.635204783,0.735829574,0.634030619,0.536435321,0.65938242,0.731555872,0.922893501,0.278041074,0.583747927,2.426136364,0.240235313,30.55639189,0.0,14.84538686,15.71100504,225.5119796,0.0,117.6164913,47.04659652,123.4973159,17.64247369,422.45,0.0,0.0,1.0,5.880824565,0.000917431,99277,81884,16245,17300,0.000222445,0.417386296,0.000216666,0.441730368,0.000149956,0.06678589,0.000209071,0.077895647,11,13,20,16,16.0,3323.61206,440424.9145
118303,261636000000.0,261636000000.0,26,163,573800,3,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,68.4728926,0.0,68.4728926,68.4728926,955,272.0,219.0,0.471,19,0.086757991,63,0.287671233,137,0.625570776,349,117,117,115,0.335243553,203,13,1,28,148,13,13,1,28,27,13,63,58,0,60,86,57,0.295566502,3.972374902,13.94712511,2.964676857,0.189856153,0.014604319,0.408920946,2.161439285,0.189856153,0.189856153,0.014604319,0.408920946,0.394316626,0.189856153,0.920072128,0.84705053,0.0,6.937051758,0,0.926940639,0.547885762,0.547885762,0.843197379,0.789051437,0.623189642,0.571154898,0.61402438,0.570431617,0.350604491,0.735507246,1.719211823,0.487136054,25.58715305,0.0,0.896639482,24.69051357,143.3232864,0.0,9.346764474,0.0,9.346764474,130.8547026,466.71,0.0,0.0,4.33,40.47149017,0.004534031,152173,125081,113614,68690,0.000340966,0.63977482,0.000330965,0.674760345,0.001048759,0.467086006,0.000830122,0.309286242,14,19,17,16,16.5,2385.885326,277105.4089
118304,261636000000.0,261636000000.0,26,163,575300,4,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,85.2907657,0.0,85.2907657,85.2907657,583,242.0,214.0,0.607,28,0.130841121,39,0.182242991,147,0.686915888,307,67,94,146,0.218241042,165,0,0,0,165,0,0,0,0,18,0,104,43,0,34,52,79,0.206060606,2.837352884,6.835441038,1.934558784,0.0,0.0,0.0,1.934558784,0.0,0.0,0.0,0.0,0.211042776,0.0,1.219358264,0.504157744,0.0,4.771911668,0,0.771028037,0.0,0.0,0.803802212,0.424665455,0.987908654,0.34780031,0.387200087,0.582873588,0.441176471,0.699152542,1.860606061,0.422905698,21.1057363,3.250745176,0.0,17.85499112,97.56366861,7.503743163,0.0,0.0,45.02245898,67.53368847,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,90881,81161,-99999,-99999,0.000203632,0.382087331,0.000214753,0.437830081,-99999.0,-99999.0,-99999.0,-99999.0,20,6,14,1,9.333333333,3305.376416,345168.4342
118305,261636000000.0,261636000000.0,26,163,583700,2,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,145.9523331,0.0,145.9523331,145.9523331,955,396.0,355.0,0.556,62,0.174647887,169,0.476056338,124,0.349295775,459,109,146,204,0.237472767,141,27,28,25,23,38,27,28,25,13,38,0,10,0,75,52,14,0.531914894,2.713214593,6.543232162,0.966068832,0.184991904,0.191843456,0.1712888,0.157585696,0.260358976,0.184991904,0.191843456,0.1712888,0.089070176,0.260358976,0.0,0.06851552,0.0,3.679283425,0,0.397183099,0.990034583,0.990034583,0.951620024,0.819967359,0.585964382,0.667570607,0.721949918,0.76344156,0.25729927,0.47,3.255319149,0.104840079,17.30026966,2.37633258,1.012800626,13.91113646,87.73056057,17.53997312,8.769986562,8.769986562,83.31487234,17.53997312,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,124235,107975,-99999,-99999,0.000278367,0.522316211,0.000285703,0.582480539,-99999.0,-99999.0,-99999.0,-99999.0,13,19,13,1,10.0,3185.645992,590660.0065
118306,261635000000.0,261635000000.0,26,163,540300,1,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,69.1121403,0.0,69.1121403,65.45589,630,282.0,249.0,0.465,32,0.128514056,154,0.618473896,63,0.253012048,199,64,83,52,0.32160804,45,26,11,0,8,0,26,11,0,0,0,0,8,0,14,20,11,0.311111111,4.308244835,9.624802291,0.687485878,0.397214063,0.168052103,0.0,0.122219712,0.0,0.397214063,0.168052103,0.0,0.0,0.0,0.0,0.122219712,0.0,4.995730713,0,0.180722892,0.881453856,0.601685862,0.881453856,0.465690436,0.41564287,0.405720791,0.451681958,0.109588819,0.133333333,0.368852459,4.422222222,0.032639821,22.57098955,0.0,0.218059146,22.35293041,138.9232045,0.0,0.0,0.0,55.56187355,101.8634348,307.12,0.0,0.0,13.33,123.4399624,0.02115873,184570,153440,68992,85569,0.000413557,0.775980223,0.000406003,0.82774544,0.000636858,0.28363756,0.001034105,0.385286278,8,7,17,18,14.16666667,2320.74825,279692.8987
118307,261635000000.0,261635000000.0,26,163,546700,5,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,58.3044805,0.0,58.3044805,58.3044805,1003,344.0,344.0,0.569,29,0.084302326,102,0.296511628,213,0.619186047,219,69,104,46,0.315068493,9,0,0,0,9,0,0,0,0,7,0,0,2,0,3,3,3,0.333333333,5.900061145,17.20279456,0.154362065,0.0,0.0,0.0,0.154362065,0.0,0.0,0.0,0.0,0.120059384,0.0,0.0,0.034302681,0.0,6.05442321,0,0.026162791,0.0,0.0,0.764204507,0.254734836,0.171273947,0.139628674,0.155446194,3.50008e-06,0.017786561,0.078947368,24.33333333,7.353e-11,24.78925856,0.0,0.0,24.78925856,171.9744334,0.0,0.0,0.0,10.97685794,164.6528692,229.33,0.0,0.0,6.0,65.86114767,0.005982054,152995,128225,52877,54797,0.000342808,0.643230721,0.000339284,0.691720927,0.000488102,0.217386121,0.000662224,0.246731084,2,3,18,19,13.16666667,1985.856518,235957.2349
118308,261635000000.0,261635000000.0,26,163,545500,6,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,47.4738404,0.0,47.4738404,47.4738404,1053,337.0,287.0,0.409,73,0.254355401,57,0.198606272,157,0.547038328,183,72,63,48,0.393442623,88,76,0,7,5,0,76,0,7,3,0,0,2,0,37,47,4,0.420454545,7.098646268,22.18063656,1.853652438,1.600881651,0.0,0.147449626,0.105321161,0.0,1.600881651,0.0,0.147449626,0.063192697,0.0,0.0,0.042128465,0.0,8.952298706,0,0.306620209,0.446858626,0.305028466,0.381710906,0.254473937,0.476130854,0.435713149,0.474433073,0.489275821,0.154250657,0.649446494,2.079545455,0.339749922,25.47786908,0.0,3.033309721,22.44455936,130.3488394,0.0,94.36776048,0.0,0.0,67.4055432,289.68,0.0,0.0,4.33,58.37320041,0.004112061,175521,146347,78351,53824,0.000393281,0.737935877,0.000387235,0.789481634,0.00072325,0.322113962,0.000650465,0.242350017,9,3,16,18,13.33333333,1786.489744,192125.4756
118309,261635000000.0,261635000000.0,26,163,538400,1,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,74.9931203,0.0,74.9931203,74.9931203,993,286.0,262.0,0.57,0,0.0,42,0.160305344,220,0.839694656,282,63,94,125,0.223404255,99,43,3,0,31,22,43,3,0,1,22,0,30,0,43,34,22,0.434343434,3.81368316,13.24121461,1.320121094,0.57338593,0.04000367,0.0,0.413371252,0.293360243,0.57338593,0.04000367,0.0,0.013334557,0.293360243,0.0,0.400036695,0.0,5.133804254,0,0.377862595,0.841083092,0.724469542,0.752195402,0.582181212,0.563667314,0.697299085,0.776291044,0.99303624,0.181318681,0.519685039,2.848484848,0.157475585,27.85223724,0.0,2.219909594,25.63232765,213.4126429,0.0,34.13646465,0.0,145.0799748,93.87527778,277.61,0.0,0.0,5.67,48.38843864,0.00570997,159144,134243,80067,80739,0.000356586,0.669082715,0.000355208,0.724185552,0.00073909,0.329168722,0.000975734,0.363538534,12,11,19,18,16.16666667,2308.463109,303493.3316
118310,261635000000.0,261635000000.0,26,163,535300,2,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,53.3960861,0.0,53.3960861,53.3960861,787,340.0,301.0,0.569,57,0.189368771,146,0.485049834,98,0.325581395,258,87,123,48,0.337209302,3,0,1,0,2,0,0,1,0,0,0,0,2,0,3,0,0,1.0,6.367507899,14.73890799,0.056183893,0.0,0.018727964,0.0,0.037455929,0.0,0.0,0.018727964,0.0,0.0,0.0,0.0,0.037455929,0.0,6.423691792,0,0.009966777,0.918295834,0.395488489,0.918295834,0.306098611,0.056141212,0.055097071,0.061338619,0.0,0.007594937,0.022988506,86.0,0.0,22.0755905,0.0,0.0,22.0755905,71.91538333,0.0,0.0,0.0,0.0,71.91538333,434.52,0.0,0.0,2.33,27.92714052,0.00296061,155479,128813,105629,80351,0.000348374,0.653674103,0.00034084,0.694892944,0.00097505,0.434258346,0.000971045,0.36179151,1,4,12,16,10.16666667,2154.137703,216090.6389
118311,261635000000.0,261635000000.0,26,163,524800,1,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,41.8009186,0.0,41.8009186,41.80092,449,224.0,141.0,0.394,30,0.212765957,95,0.673758865,16,0.113475177,138,43,60,35,0.311594203,6,0,0,0,6,0,0,0,0,2,0,0,4,0,4,2,0,0.666666667,5.358733731,10.74139038,0.143537511,0.0,0.0,0.0,0.143537511,0.0,0.0,0.0,0.0,0.047845837,0.0,0.0,0.095691674,0.0,5.502271242,0,0.042553191,0.0,0.0,0.918295834,0.306098611,0.246022578,0.189963542,0.211483135,0.000649889,0.026373626,0.083333333,23.0,2.78947e-10,26.30674159,0.0,0.0,26.30674159,127.6144204,0.0,0.0,0.0,76.55334158,76.55334158,341.99,0.0,0.0,2.0,30.62133663,0.004454343,114717,96639,72429,29592,0.000257041,0.482300066,0.000255707,0.5213275,0.000668584,0.297767637,0.000357621,0.13324208,4,4,16,17,12.33333333,1835.152771,169166.2773
118312,261635000000.0,261635000000.0,26,163,542200,4,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,52.8737167,0.0,52.8737167,52.8737167,589,358.0,254.0,0.586,72,0.283464567,153,0.602362205,29,0.114173228,237,74,108,55,0.312236287,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.0,6.770849911,11.13975027,0.018912989,0.0,0.0,0.0,0.018912989,0.0,0.0,0.0,0.0,0.018912989,0.0,0.0,0.0,0.0,6.789762899,0,0.003937008,0.0,0.0,0.0,0.0,0.036996925,0.033725658,0.037546194,0.0,0.003389831,0.008403361,237.0,0.0,25.15363242,0.0,0.0,25.15363242,133.1474396,0.0,0.0,0.0,0.0,133.1474396,232.01,0.0,0.0,1.0,12.10431269,0.001697793,186453,157390,105044,83103,0.000417776,0.783896844,0.000416455,0.849054059,0.00096965,0.431853314,0.001004303,0.374182771,1,1,17,19,12.33333333,1867.702298,213976.9685
118313,261635000000.0,261635000000.0,26,163,530200,1,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,58.3104109,0.0,58.3104109,58.3104109,893,349.0,286.0,0.499,11,0.038461538,201,0.702797203,74,0.258741259,218,78,80,60,0.357798165,40,3,0,2,35,0,3,0,2,24,0,0,11,0,13,19,8,0.325,5.985209067,15.31458939,0.685983847,0.051448789,0.0,0.034299192,0.600235866,0.0,0.051448789,0.0,0.034299192,0.411590308,0.0,0.0,0.188645558,0.0,6.671192914,0,0.13986014,0.419526183,0.286371171,0.725367356,0.483578237,0.309328808,0.360966757,0.397616689,0.178385289,0.085744909,0.310077519,5.45,0.011678567,21.71728587,0.0,0.0,21.71728587,102.4475717,0.0,0.0,0.0,21.95148311,87.80593244,268.22,0.0,0.0,8.33,91.42792715,0.009328108,172018,141294,71151,74753,0.000385432,0.723208355,0.000373865,0.762222786,0.000656787,0.292513567,0.000903393,0.336585739,5,8,14,18,12.83333333,2233.116232,235979.678
118314,261635000000.0,261635000000.0,26,163,539300,3,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,85.533665,0.0,85.533665,85.533665,904,510.0,458.0,0.45,58,0.126637555,274,0.598253275,126,0.27510917,342,99,131,112,0.289473684,33,0,9,0,24,0,0,9,0,24,0,0,0,0,4,17,12,0.121212121,5.962564564,10.56893797,0.385813001,0.0,0.105221728,0.0,0.280591274,0.0,0.0,0.105221728,0.0,0.280591274,0.0,0.0,0.0,0.0,6.348377566,0,0.072052402,0.845350937,0.364072832,0.845350937,0.281783646,0.260094217,0.229762546,0.25579068,0.003948692,0.070437567,0.176,10.36363636,8.57876e-05,32.79889594,0.0,8.515068883,24.28382705,179.6008624,0.0,22.44730189,44.89460378,44.89460378,89.78920756,237.38,0.0,0.0,6.0,44.89460378,0.006637168,177254,145089,85661,80140,0.000397164,0.745221859,0.000383906,0.782695244,0.000790728,0.352166584,0.000968495,0.360841453,4,3,19,19,13.83333333,2499.793661,346149.3706
118318,261636000000.0,261636000000.0,26,163,575300,1,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,77.8683759,0.0,77.8683759,77.18292,1022,412.0,377.0,0.598,0,0.0,98,0.25994695,279,0.74005305,504,108,162,234,0.214285714,2,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0.5,5.337968556,13.24127151,0.025912469,0.0,0.0,0.0,0.025912469,0.0,0.0,0.0,0.0,0.025912469,0.0,0.0,0.0,0.0,5.363881024,0,0.00530504,0.0,0.0,0.0,0.0,0.04751945,0.042835892,0.04768846,0.0,0.00390625,0.007905138,252.0,0.0,24.45513347,0.0,1.550917791,22.90421568,139.7311794,0.0,16.43799534,0.0,8.218997669,123.284965,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,101391,87190,-99999,-99999,0.000227182,0.426274101,0.000230705,0.470354047,-99999.0,-99999.0,-99999.0,-99999.0,1,1,17,1,6.333333333,2353.350488,315130.503
118319,261636000000.0,261636000000.0,26,163,557200,1,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,199.7931992,0.0,199.7931992,187.57422,666,294.0,294.0,0.45,30,0.102040816,135,0.459183673,129,0.43877551,369,79,91,199,0.214092141,1229,25,227,3,792,182,25,227,3,33,182,0,759,0,499,525,205,0.406021155,1.567379569,3.550594533,6.552073095,0.133280576,1.210187626,0.015993669,4.222328634,0.97028259,0.133280576,1.210187626,0.015993669,0.17593036,0.97028259,0.0,4.046398274,0.0,8.119452664,0,4.180272109,0.603862143,0.603862143,0.604710982,0.521051738,0.711517542,0.530800504,0.590043472,0.405030482,0.702902375,0.461827284,0.300244101,0.496706536,11.73114842,0.0,0.446682253,11.28446617,56.6185438,0.0,32.03312238,0.0,48.04968357,3.203312238,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,129539,107914,-99999,-99999,0.000290251,0.544615605,0.000285541,0.582151469,-99999.0,-99999.0,-99999.0,-99999.0,17,9,10,1,8.0,3614.139799,808552.9871
118320,261636000000.0,261636000000.0,26,163,569300,2,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,320.6994763,0.0,320.6994763,312.42534,2034,849.0,793.0,0.675,43,0.054224464,240,0.302648172,510,0.643127364,849,163,317,369,0.191990577,613,81,27,143,331,31,81,27,143,83,31,163,85,0,145,253,215,0.236541599,2.717449231,6.510355402,1.962068762,0.259261941,0.086420647,0.457709352,1.059453116,0.099223706,0.259261941,0.086420647,0.457709352,0.26566347,0.099223706,0.521724646,0.272065,0.0,4.679517993,0,0.773013871,0.763115013,0.763115013,0.921084339,0.861936884,0.681120974,0.652816782,0.693218769,0.694004476,0.463165848,0.838577291,1.384991843,0.680456186,18.64648736,0.0,3.542172886,15.10431448,105.7927515,0.0,25.94329151,23.9476537,45.89966959,33.92584274,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,100505,96366,-99999,-99999,0.000225196,0.422549127,0.000254985,0.519854778,-99999.0,-99999.0,-99999.0,-99999.0,16,20,15,1,11.33333333,4817.499037,1297855.536
118321,261635000000.0,261635000000.0,26,163,540200,2,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,43.3922426,0.0,43.3922426,43.3922426,501,278.0,234.0,0.597,25,0.106837607,147,0.628205128,62,0.264957265,156,51,70,35,0.326923077,20,2,0,0,15,3,2,0,0,15,3,0,0,0,17,3,0,0.85,6.406675095,11.54584253,0.460911877,0.046091188,0.0,0.0,0.345683908,0.069136782,0.046091188,0.0,0.0,0.345683908,0.069136782,0.0,0.0,0.0,6.867586973,0,0.085470085,0.665009912,0.453939885,0.665009912,0.351338591,0.240358897,0.360048478,0.400835761,0.048099536,0.076775432,0.227272727,7.8,0.001113775,27.50810045,0.0,3.601859799,23.90624065,152.4180269,0.0,29.49836015,58.9967203,0.0,73.74590038,272.25,0.0,0.0,11.0,162.2409808,0.021956088,191040,158270,72668,88079,0.000428054,0.803181784,0.000418783,0.853801296,0.000670791,0.298750206,0.001064438,0.396587901,4,5,18,18,13.5,1679.205605,175605.3013
118322,261635000000.0,261635000000.0,26,163,545900,3,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,59.2881856,0.0,59.2881856,59.2881856,759,321.0,177.0,0.51,0,0.0,56,0.316384181,121,0.683615819,224,74,96,54,0.330357143,167,13,0,0,148,6,13,0,0,12,6,133,3,0,31,44,92,0.185628743,5.41423214,12.80187599,2.816750054,0.219267968,0.0,0.0,2.496281485,0.101200601,0.219267968,0.0,0.0,0.202401201,0.101200601,2.243279983,0.0506003,0.0,8.230982194,0,0.943502825,0.387111399,0.264244639,0.472805814,0.365940367,0.648625442,0.494743162,0.55078903,0.537613303,0.360691145,0.854219949,1.341317365,0.710833279,22.38942492,0.0,1.992177664,20.39724725,125.9529184,0.0,10.79473075,32.38419224,32.38419224,64.76838448,458.66,0.0,0.0,6.0,64.76838448,0.007905138,154056,129400,75862,42957,0.000345185,0.647691441,0.000342393,0.698059567,0.000700274,0.31188127,0.000519137,0.193419844,15,5,16,16,14.0,2205.831334,239935.7933
118323,261635000000.0,261635000000.0,26,163,545200,1,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,51.1548891,0.0,51.1548891,51.1548891,433,267.0,179.0,0.624,0,0.0,114,0.636871508,65,0.363128492,122,39,55,28,0.319672131,24,4,0,0,8,12,4,0,0,8,12,0,0,0,15,7,2,0.625,5.219442456,8.464489077,0.469163367,0.078193894,0.0,0.0,0.156387789,0.234581683,0.078193894,0.0,0.0,0.156387789,0.234581683,0.0,0.0,0.0,5.688605823,0,0.134078212,0.920619836,0.628420803,0.920619836,0.486382639,0.348375904,0.493152775,0.549018479,0.269541513,0.105032823,0.328767123,5.083333333,0.016851201,25.92326014,0.0,3.424752727,22.49850741,112.599208,0.0,0.0,12.51102312,0.0,100.0881849,240.06,0.0,0.0,6.33,79.19477632,0.014618938,176069,146022,112183,94199,0.000394509,0.740239811,0.000386375,0.787728393,0.001035549,0.461202927,0.001138399,0.424144048,6,8,15,19,13.66666667,1839.454549,207019.9594
118324,261635000000.0,261635000000.0,26,163,538600,2,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,44.40387,0.0,44.40387,44.40387,929,458.0,379.0,0.51,28,0.073878628,203,0.535620053,148,0.390501319,263,86,96,81,0.326996198,21,0,19,0,2,0,0,19,0,2,0,0,0,0,2,13,6,0.095238095,10.31441629,20.92159985,0.472931751,0.0,0.427890632,0.0,0.045041119,0.0,0.0,0.427890632,0.0,0.045041119,0.0,0.0,0.0,0.0,10.78734804,0,0.055408971,0.453716339,0.195404991,0.453716339,0.15123878,0.202366574,0.081512074,0.090745986,2e-15,0.044210526,0.147887324,12.52380952,9.89175e-06,26.91806053,0.0,3.791956451,23.12610408,110.5200966,0.0,14.41315813,0.0,43.2394744,72.06579066,242.74,0.0,0.0,5.0,72.06579066,0.005382131,159400,134529,100035,104105,0.000357159,0.670159005,0.000355965,0.725728404,0.000923412,0.411260483,0.001258113,0.468747186,3,2,15,18,11.83333333,1699.101455,179700.5066
118325,261635000000.0,261635000000.0,26,163,535400,2,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,53.1845685,0.0,53.1845685,53.18457,552,359.0,245.0,0.596,44,0.179591837,137,0.559183673,64,0.26122449,215,81,98,36,0.376744186,36,4,2,10,20,0,4,2,10,6,0,0,14,0,20,15,1,0.555555556,6.750078077,10.37895014,0.676888052,0.075209784,0.037604892,0.188024459,0.376048918,0.0,0.075209784,0.037604892,0.188024459,0.112814675,0.0,0.0,0.263234243,0.0,7.426966129,0,0.146938776,0.784159128,0.675437908,0.886299759,0.68597477,0.324370959,0.353653427,0.373639222,0.069137215,0.12244898,0.28685259,5.972222222,0.006927736,24.89496652,0.0,3.373859595,21.52110693,140.4196783,0.0,36.10069714,48.13426285,48.13426285,36.10069714,203.85,0.0,0.0,6.67,80.26388331,0.012083333,136480,113489,111014,82657,0.000305804,0.573797371,0.000300293,0.612226292,0.001024758,0.456396974,0.000998913,0.372174594,5,15,17,19,15.33333333,2133.945524,215234.061
118326,261635000000.0,261635000000.0,26,163,503300,2,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,74.7865447,0.0,74.7865447,74.7865447,1052,498.0,401.0,0.644,47,0.117206983,226,0.563591022,128,0.319201995,301,95,136,70,0.315614618,14,4,0,0,2,8,4,0,0,0,8,0,2,0,11,3,0,0.785714286,6.658951848,14.06670149,0.18719945,0.053485557,0.0,0.0,0.026742779,0.106971114,0.053485557,0.0,0.0,0.0,0.106971114,0.0,0.026742779,0.0,6.846151297,0,0.034912718,0.86991553,0.593809729,0.86991553,0.459594498,0.129651439,0.228386409,0.25425865,0.000360092,0.026266417,0.088888889,21.5,1.25015e-09,24.33485509,0.0,0.0,24.33485509,119.8076477,0.0,0.0,0.0,0.0,119.8076477,460.0,0.0,0.0,4.67,39.9644082,0.004439163,122486,114813,92873,100313,0.000274448,0.51496296,0.000303796,0.619368725,0.000857301,0.381816313,0.001212287,0.45167318,2,7,16,16,12.16666667,2616.540976,302656.9967
118327,261635000000.0,261635000000.0,26,163,524100,2,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,38.4598795,0.0,38.4598795,38.45988,1066,365.0,248.0,0.49,61,0.245967742,62,0.25,125,0.504032258,142,37,80,25,0.26056338,11,5,0,4,2,0,5,0,4,2,0,0,0,0,5,6,0,0.454545455,9.490409226,27.71719517,0.286012333,0.130005606,0.0,0.104004485,0.052002242,0.0,0.130005606,0.0,0.104004485,0.052002242,0.0,0.0,0.0,0.0,9.776421559,0,0.044354839,0.943188781,0.643826504,0.943188781,0.498306283,0.158500041,0.157430105,0.163930513,7.11738e-07,0.020427112,0.14379085,12.90909091,6.72895e-06,23.59946623,0.0,16.46685296,7.132613266,99.87758802,0.0,99.84430658,33.28143553,0.0,0.0,602.16,0.0,0.0,4.0,66.56287106,0.003752345,136483,109807,91802,24963,0.000305811,0.573809984,0.00029055,0.592363423,0.000847414,0.377413254,0.000301679,0.112399366,2,8,14,15,11.33333333,1631.127338,155644.393
118328,261635000000.0,261635000000.0,26,163,525700,3,220.0,"Detroit-Warren-Ann Arbor, MI",19820.0,"Detroit-Warren-Dearborn, MI",4317179,1934459,1915549,103.5655404,0.0,103.5655404,103.065159,1992,770.0,590.0,0.669,32,0.054237288,256,0.433898305,302,0.511864407,314,81,130,103,0.257961783,62,10,7,0,28,17,10,7,0,28,17,0,0,0,33,20,9,0.532258065,7.471001909,19.32757896,0.601561193,0.097025999,0.067918199,0.0,0.271672797,0.164944198,0.097025999,0.067918199,0.0,0.271672797,0.164944198,0.0,0.0,0.0,8.072563102,0,0.105084746,0.904811288,0.779362023,0.904811288,0.603207525,0.269311702,0.421204334,0.468919521,0.079884462,0.06037001,0.329787234,5.064516129,0.017171296,19.9768053,0.0,7.136041569,12.84076373,86.54616164,0.0,37.07797,24.71864667,55.616955,0.0,387.58,0.0,0.0,5.33,32.93759668,0.002675703,179728,141465,198734,153510,0.000402707,0.755623197,0.000374317,0.76314526,0.001834492,0.817028449,0.001855175,0.691200043,4,12,13,17,12.66666667,2797.671959,419122.983
